numerator,denominator,pct,abs_diff_pp,reproduces,definitions,all_time,unit,numerator_rule,pending_rule,rescinded_rule,date_basis,window
12.0,15,80.0,8.0,False,43,1,candidates: accepted if any offer accepted | candidates: outcome of latest offer (Offered On) | offer records | persons (name+phone): accepted if any offer accepted | requisitions: mean of per-requisition rates | requisitions: share with >=1 accepted offer,Accepted and Proposed Start Date <= 2026-08-27 | Accepted and Proposed Start Date <= 2026-09-14 | Status = Accepted,Pending counted as accepted | Pending counted as not accepted | Pending excluded | Pending with a Decision On counted as not accepted; other Pending excluded,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded | proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> excluded | proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Decision On | Offers.Offered On | none (all time),2026 YTD to 2026-09-14 | all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14 | trailing 3m to 2026-09-14
23.0,36,63.89,8.11,False,10,2,offer records,Accepted and Proposed Start Date <= 2026-08-27 | Accepted and Proposed Start Date <= 2026-09-14,Pending counted as accepted | Pending counted as not accepted,proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Offered On | none (all time),all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14
11.5,18,63.89,8.11,False,10,2,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-09-14,Pending counted as not accepted,proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Offered On | none (all time),all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14
14.42,18,80.11,8.11,False,5,1,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-08-27,Pending counted as accepted,none (no Rescinded status exists),Applications.Offered On | Offers.Offered On | none (all time),all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14
8.83,11,80.27,8.27,False,24,0,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-09-14 | Status = Accepted,Pending excluded,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded | proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Decision On | Offers.Offered On,trailing 6m to 2026-08-27 | trailing 6m to 2026-09-14
14.0,22,63.64,8.36,False,150,0,candidates: accepted if any offer accepted | candidates: outcome of latest offer (Offered On) | offer records | persons (name+phone): accepted if any offer accepted,Accepted and Proposed Start Date <= 2026-08-27 | Accepted and Proposed Start Date <= 2026-09-14 | Status = Accepted,Pending counted as accepted | Pending counted as not accepted | Pending with a Decision On counted as not accepted; other Pending excluded,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded | proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> excluded | proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Decision On | Offers.Offered On,trailing 6m to 2026-08-27 | trailing 6m to 2026-09-14
7.0,11,63.64,8.36,False,155,0,candidates: accepted if any offer accepted | candidates: outcome of latest offer (Offered On) | offer records | persons (name+phone): accepted if any offer accepted | requisitions: mean of per-requisition rates | requisitions: share with >=1 accepted offer,Accepted and Proposed Start Date <= 2026-08-27 | Accepted and Proposed Start Date <= 2026-09-14,Pending counted as accepted | Pending counted as not accepted | Pending with a Decision On counted as not accepted; other Pending excluded,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded | proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> excluded | proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Decision On | Offers.Offered On,trailing 3m to 2026-08-27 | trailing 3m to 2026-09-14
10.17,16,63.56,8.44,False,4,0,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-08-27,Pending counted as not accepted,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> not accepted,Applications.Offered On | Offers.Offered On,2026 YTD to 2026-09-14
29.0,36,80.56,8.56,False,5,1,offer records,Accepted and Proposed Start Date <= 2026-09-14,Pending counted as accepted,none (no Rescinded status exists),Applications.Offered On | Offers.Offered On | none (all time),all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14
14.5,18,80.56,8.56,False,5,1,requisitions: mean of per-requisition rates,Status = Accepted,Pending counted as accepted,proxy: application carries a Rejection Reason -> not accepted,Applications.Offered On | Offers.Offered On | none (all time),all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14
25.0,31,80.65,8.65,False,26,4,candidates: accepted if any offer accepted | offer records | persons (name+phone): accepted if any offer accepted,Accepted and Proposed Start Date <= 2026-08-27 | Accepted and Proposed Start Date <= 2026-09-14 | Status = Accepted,Pending counted as accepted | Pending excluded,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> not accepted,Applications.Offered On | Offers.Decision On | Offers.Offered On | none (all time),all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14
19.0,30,63.33,8.67,False,18,2,persons (name+phone): accepted if any offer accepted,Accepted and Proposed Start Date <= 2026-08-27 | Accepted and Proposed Start Date <= 2026-09-14,Pending counted as not accepted | Pending with a Decision On counted as not accepted; other Pending excluded,proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Decision On | Offers.Offered On | none (all time),all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14
21.0,26,80.77,8.77,False,60,6,candidates: accepted if any offer accepted | candidates: outcome of latest offer (Offered On) | offer records | persons (name+phone): accepted if any offer accepted,Accepted and Proposed Start Date <= 2026-08-27 | Accepted and Proposed Start Date <= 2026-09-14 | Status = Accepted,Pending counted as accepted | Pending excluded,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded | proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> excluded | proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Decision On | Offers.Offered On | none (all time),2026 YTD to 2026-09-14 | all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14
10.5,13,80.77,8.77,False,2,0,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-09-14,Pending excluded,proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Offered On,2026 YTD to 2026-09-14
12.0,19,63.16,8.84,False,12,0,candidates: accepted if any offer accepted | candidates: outcome of latest offer (Offered On) | persons (name+phone): accepted if any offer accepted,Accepted and Proposed Start Date <= 2026-08-27,Pending excluded,proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Decision On | Offers.Offered On,trailing 6m to 2026-08-27 | trailing 6m to 2026-09-14
8.83,14,63.07,8.93,False,16,0,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-09-14 | Status = Accepted,Pending counted as not accepted,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded | proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Offered On,trailing 6m to 2026-08-27 | trailing 6m to 2026-09-14
11.33,14,80.93,8.93,False,6,0,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-09-14,Pending counted as accepted,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded | proxy: application carries a Rejection Reason -> not accepted,Applications.Offered On | Offers.Offered On,trailing 6m to 2026-08-27
17.0,21,80.95,8.95,False,14,0,candidates: accepted if any offer accepted | candidates: outcome of latest offer (Offered On) | offer records | persons (name+phone): accepted if any offer accepted,Accepted and Proposed Start Date <= 2026-09-14 | Status = Accepted,Pending excluded,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded | proxy: offer on a Cancelled opening -> excluded,Applications.Offered On | Offers.Offered On,2026 YTD to 2026-09-14
17.0,27,62.96,9.04,False,38,2,candidates: accepted if any offer accepted | candidates: outcome of latest offer (Offered On) | offer records,Accepted and Proposed Start Date <= 2026-08-27 | Accepted and Proposed Start Date <= 2026-09-14 | Status = Accepted,Pending counted as accepted | Pending counted as not accepted | Pending excluded | Pending with a Decision On counted as not accepted; other Pending excluded,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded | proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> excluded | proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Decision On | Offers.Offered On | none (all time),2026 YTD to 2026-09-14 | all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14
12.17,15,81.13,9.13,False,5,0,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-08-27,Pending counted as accepted,proxy: offer on a Cancelled opening -> excluded,Applications.Offered On | Offers.Decision On | Offers.Offered On,2026 YTD to 2026-09-14 | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14
22.0,35,62.86,9.14,False,20,2,offer records,Accepted and Proposed Start Date <= 2026-08-27 | Status = Accepted,Pending counted as accepted | Pending counted as not accepted | Pending with a Decision On counted as not accepted; other Pending excluded,proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Decision On | Offers.Offered On | none (all time),all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14
10.67,17,62.76,9.24,False,3,0,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-08-27,Pending counted as accepted | Pending counted as not accepted | Pending with a Decision On counted as not accepted; other Pending excluded,proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> not accepted,Offers.Decision On,2026 YTD to 2026-09-14
26.0,32,81.25,9.25,False,10,2,candidates: accepted if any offer accepted,Accepted and Proposed Start Date <= 2026-08-27 | Accepted and Proposed Start Date <= 2026-09-14,Pending counted as accepted,none (no Rescinded status exists),Applications.Offered On | Offers.Offered On | none (all time),all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14
13.0,16,81.25,9.25,False,64,1,candidates: accepted if any offer accepted | candidates: outcome of latest offer (Offered On) | offer records | persons (name+phone): accepted if any offer accepted | requisitions: mean of per-requisition rates | requisitions: share with >=1 accepted offer,Accepted and Proposed Start Date <= 2026-08-27 | Accepted and Proposed Start Date <= 2026-09-14 | Status = Accepted,Pending counted as accepted | Pending counted as not accepted | Pending excluded,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded | proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> excluded | proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Decision On | Offers.Offered On | none (all time),2026 YTD to 2026-09-14 | all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14 | trailing 3m to 2026-08-27
22.0,27,81.48,9.48,False,25,4,candidates: accepted if any offer accepted | candidates: outcome of latest offer (Offered On) | offer records,Accepted and Proposed Start Date <= 2026-08-27 | Accepted and Proposed Start Date <= 2026-09-14 | Status = Accepted,Pending counted as accepted | Pending excluded,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded | proxy: offer on a Cancelled opening -> excluded,Applications.Offered On | Offers.Decision On | Offers.Offered On | none (all time),2026 YTD to 2026-09-14 | all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14
20.0,32,62.5,9.5,False,25,5,candidates: accepted if any offer accepted | candidates: outcome of latest offer (Offered On),Accepted and Proposed Start Date <= 2026-08-27 | Status = Accepted,Pending counted as accepted | Pending counted as not accepted,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Offered On | none (all time),all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14
15.0,24,62.5,9.5,False,25,0,candidates: accepted if any offer accepted | candidates: outcome of latest offer (Offered On) | offer records | persons (name+phone): accepted if any offer accepted,Accepted and Proposed Start Date <= 2026-08-27 | Accepted and Proposed Start Date <= 2026-09-14 | Status = Accepted,Pending counted as accepted | Pending counted as not accepted | Pending excluded | Pending with a Decision On counted as not accepted; other Pending excluded,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded | proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> excluded | proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Decision On | Offers.Offered On,2026 YTD to 2026-09-14 | trailing 6m to 2026-08-27
10.0,16,62.5,9.5,False,82,0,candidates: accepted if any offer accepted | candidates: outcome of latest offer (Offered On) | offer records | persons (name+phone): accepted if any offer accepted | requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-08-27 | Accepted and Proposed Start Date <= 2026-09-14,Pending counted as not accepted | Pending with a Decision On counted as not accepted; other Pending excluded,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded | proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> excluded | proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Offered On,2026 YTD to 2026-09-14 | trailing 3m to 2026-08-27
5.0,8,62.5,9.5,False,126,0,candidates: accepted if any offer accepted | candidates: outcome of latest offer (Offered On) | offer records | persons (name+phone): accepted if any offer accepted | requisitions: mean of per-requisition rates | requisitions: share with >=1 accepted offer,Accepted and Proposed Start Date <= 2026-08-27 | Accepted and Proposed Start Date <= 2026-09-14 | Status = Accepted,Pending counted as accepted | Pending counted as not accepted | Pending excluded | Pending with a Decision On counted as not accepted; other Pending excluded,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded | proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> excluded | proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Offered On,calendar 2025 | trailing 3m to 2026-09-14
18.0,22,81.82,9.82,False,50,1,candidates: accepted if any offer accepted | candidates: outcome of latest offer (Offered On) | offer records | persons (name+phone): accepted if any offer accepted,Accepted and Proposed Start Date <= 2026-09-14 | Status = Accepted,Pending counted as accepted | Pending excluded,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded | proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> excluded | proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Decision On | Offers.Offered On | none (all time),2026 YTD to 2026-09-14 | all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14 | trailing 6m to 2026-08-27 | trailing 6m to 2026-09-14
9.0,11,81.82,9.82,False,132,0,candidates: accepted if any offer accepted | candidates: outcome of latest offer (Offered On) | offer records | persons (name+phone): accepted if any offer accepted | requisitions: mean of per-requisition rates | requisitions: share with >=1 accepted offer,Accepted and Proposed Start Date <= 2026-08-27 | Accepted and Proposed Start Date <= 2026-09-14 | Status = Accepted,Pending counted as accepted | Pending counted as not accepted | Pending excluded | Pending with a Decision On counted as not accepted; other Pending excluded,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded | proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> excluded | proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Decision On | Offers.Offered On,trailing 3m to 2026-08-27 | trailing 3m to 2026-09-14 | trailing 6m to 2026-08-27 | trailing 6m to 2026-09-14
9.83,12,81.92,9.92,False,2,0,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-09-14,Pending counted as accepted,proxy: offer on a Cancelled opening -> excluded,Offers.Decision On,trailing 6m to 2026-08-27 | trailing 6m to 2026-09-14
18.0,29,62.07,9.93,False,12,1,candidates: outcome of latest offer (Offered On) | offer records,Accepted and Proposed Start Date <= 2026-08-27 | Accepted and Proposed Start Date <= 2026-09-14,Pending counted as accepted | Pending counted as not accepted | Pending with a Decision On counted as not accepted; other Pending excluded,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded | proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Decision On | Offers.Offered On | none (all time),2026 YTD to 2026-09-14 | all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14
11.17,18,62.06,9.94,False,10,2,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-08-27,Pending counted as not accepted,proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Offered On | none (all time),all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14
10.67,13,82.08,10.08,False,4,0,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-08-27,Pending excluded,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded,Applications.Offered On | Offers.Offered On,2026 YTD to 2026-09-14
13.0,21,61.9,10.1,False,44,0,candidates: accepted if any offer accepted | candidates: outcome of latest offer (Offered On) | offer records | persons (name+phone): accepted if any offer accepted,Accepted and Proposed Start Date <= 2026-08-27 | Accepted and Proposed Start Date <= 2026-09-14,Pending counted as not accepted | Pending with a Decision On counted as not accepted; other Pending excluded,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded | proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> excluded | proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Decision On | Offers.Offered On,trailing 6m to 2026-08-27 | trailing 6m to 2026-09-14
23.0,28,82.14,10.14,False,34,4,candidates: accepted if any offer accepted | candidates: outcome of latest offer (Offered On) | offer records | persons (name+phone): accepted if any offer accepted,Accepted and Proposed Start Date <= 2026-08-27 | Accepted and Proposed Start Date <= 2026-09-14 | Status = Accepted,Pending counted as accepted | Pending excluded,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded | proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Decision On | Offers.Offered On | none (all time),2026 YTD to 2026-09-14 | all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14
11.5,14,82.14,10.14,False,3,0,requisitions: mean of per-requisition rates,Status = Accepted,Pending excluded,proxy: application carries a Rejection Reason -> excluded | proxy: application carries a Rejection Reason -> not accepted,Applications.Offered On | Offers.Decision On | Offers.Offered On,2026 YTD to 2026-09-14
12.33,15,82.2,10.2,False,7,1,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-08-27,Pending excluded,proxy: application carries a Rejection Reason -> excluded,Applications.Offered On | Offers.Decision On | Offers.Offered On | none (all time),all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14
10.5,17,61.76,10.24,False,2,0,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-09-14,Pending counted as not accepted | Pending with a Decision On counted as not accepted; other Pending excluded,proxy: application carries a Rejection Reason -> not accepted,Offers.Decision On,2026 YTD to 2026-09-14
13.17,16,82.31,10.31,False,7,1,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-08-27 | Accepted and Proposed Start Date <= 2026-09-14,Pending counted as accepted,proxy: application carries a Rejection Reason -> excluded | proxy: offer on a Cancelled opening -> excluded,Applications.Offered On | Offers.Decision On | Offers.Offered On | none (all time),all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14
14.0,17,82.35,10.35,False,57,3,candidates: accepted if any offer accepted | candidates: outcome of latest offer (Offered On) | persons (name+phone): accepted if any offer accepted | requisitions: mean of per-requisition rates | requisitions: share with >=1 accepted offer,Accepted and Proposed Start Date <= 2026-08-27 | Accepted and Proposed Start Date <= 2026-09-14 | Status = Accepted,Pending counted as accepted | Pending counted as not accepted | Pending excluded | Pending with a Decision On counted as not accepted; other Pending excluded,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> excluded | proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Decision On | Offers.Offered On | none (all time),2026 YTD to 2026-09-14 | all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14 | trailing 6m to 2026-08-27 | trailing 6m to 2026-09-14
16.0,26,61.54,10.46,False,36,0,candidates: accepted if any offer accepted | candidates: outcome of latest offer (Offered On) | offer records | persons (name+phone): accepted if any offer accepted,Accepted and Proposed Start Date <= 2026-08-27 | Accepted and Proposed Start Date <= 2026-09-14 | Status = Accepted,Pending counted as not accepted | Pending with a Decision On counted as not accepted; other Pending excluded,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> excluded | proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Decision On | Offers.Offered On,2026 YTD to 2026-09-14
19.0,23,82.61,10.61,False,64,4,candidates: accepted if any offer accepted | candidates: outcome of latest offer (Offered On) | offer records | persons (name+phone): accepted if any offer accepted,Accepted and Proposed Start Date <= 2026-08-27 | Accepted and Proposed Start Date <= 2026-09-14 | Status = Accepted,Pending counted as accepted | Pending excluded,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded | proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> excluded | proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Decision On | Offers.Offered On | none (all time),2026 YTD to 2026-09-14 | all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14 | trailing 6m to 2026-08-27 | trailing 6m to 2026-09-14
19.0,31,61.29,10.71,False,50,6,candidates: accepted if any offer accepted | candidates: outcome of latest offer (Offered On) | persons (name+phone): accepted if any offer accepted,Accepted and Proposed Start Date <= 2026-08-27 | Accepted and Proposed Start Date <= 2026-09-14 | Status = Accepted,Pending counted as accepted | Pending counted as not accepted | Pending with a Decision On counted as not accepted; other Pending excluded,proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Decision On | Offers.Offered On | none (all time),all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14
24.0,29,82.76,10.76,False,15,2,candidates: outcome of latest offer (Offered On) | offer records,Accepted and Proposed Start Date <= 2026-09-14 | Status = Accepted,Pending counted as accepted | Pending excluded,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded | proxy: offer on a Cancelled opening -> excluded,Applications.Offered On | Offers.Decision On | Offers.Offered On | none (all time),2026 YTD to 2026-09-14 | all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14
22.0,36,61.11,10.89,False,10,2,offer records,Accepted and Proposed Start Date <= 2026-08-27 | Status = Accepted,Pending counted as not accepted,proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Offered On | none (all time),all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14
14.0,23,60.87,11.13,False,66,0,candidates: accepted if any offer accepted | candidates: outcome of latest offer (Offered On) | offer records | persons (name+phone): accepted if any offer accepted,Accepted and Proposed Start Date <= 2026-08-27 | Accepted and Proposed Start Date <= 2026-09-14 | Status = Accepted,Pending counted as accepted | Pending counted as not accepted | Pending with a Decision On counted as not accepted; other Pending excluded,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded | proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> excluded | proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Decision On | Offers.Offered On,2026 YTD to 2026-09-14 | trailing 6m to 2026-08-27 | trailing 6m to 2026-09-14
17.0,28,60.71,11.29,False,6,0,offer records,Accepted and Proposed Start Date <= 2026-08-27 | Accepted and Proposed Start Date <= 2026-09-14,Pending counted as not accepted,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Offered On,2026 YTD to 2026-09-14
8.33,10,83.3,11.3,False,6,0,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-09-14,Pending excluded,proxy: offer on a Cancelled opening -> excluded,Applications.Offered On | Offers.Decision On | Offers.Offered On,trailing 6m to 2026-08-27 | trailing 6m to 2026-09-14
10.83,13,83.31,11.31,False,6,0,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-09-14 | Status = Accepted,Pending counted as accepted,proxy: offer on a Cancelled opening -> excluded | proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Decision On | Offers.Offered On,trailing 6m to 2026-08-27 | trailing 6m to 2026-09-14
25.0,30,83.33,11.33,False,5,1,offer records,Accepted and Proposed Start Date <= 2026-09-14,Pending counted as accepted,proxy: offer on a Cancelled opening -> excluded,Applications.Offered On | Offers.Offered On | none (all time),all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14
20.0,24,83.33,11.33,False,6,0,offer records,Status = Accepted,Pending counted as accepted,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded | proxy: application carries a Rejection Reason -> not accepted,Applications.Offered On | Offers.Offered On,trailing 6m to 2026-08-27
15.0,18,83.33,11.33,False,26,4,offer records | requisitions: mean of per-requisition rates | requisitions: share with >=1 accepted offer,Accepted and Proposed Start Date <= 2026-08-27 | Accepted and Proposed Start Date <= 2026-09-14 | Status = Accepted,Pending counted as accepted | Pending counted as not accepted | Pending excluded,proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> excluded | proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Decision On | Offers.Offered On | none (all time),all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14 | trailing 6m to 2026-08-27 | trailing 6m to 2026-09-14
12.5,15,83.33,11.33,False,4,0,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-09-14 | Status = Accepted,Pending counted as accepted | Pending excluded,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded,Applications.Offered On | Offers.Decision On | Offers.Offered On,2026 YTD to 2026-09-14
10.0,12,83.33,11.33,False,38,0,candidates: accepted if any offer accepted | candidates: outcome of latest offer (Offered On) | offer records | persons (name+phone): accepted if any offer accepted | requisitions: share with >=1 accepted offer,Accepted and Proposed Start Date <= 2026-08-27 | Accepted and Proposed Start Date <= 2026-09-14 | Status = Accepted,Pending counted as accepted | Pending counted as not accepted | Pending excluded | Pending with a Decision On counted as not accepted; other Pending excluded,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded | proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> excluded | proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Decision On | Offers.Offered On,trailing 3m to 2026-09-14 | trailing 6m to 2026-08-27 | trailing 6m to 2026-09-14
7.5,9,83.33,11.33,False,5,0,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-09-14,Pending excluded,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded | proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> excluded | proxy: offer on a Cancelled opening -> not accepted,Offers.Decision On,trailing 3m to 2026-09-14
5.0,6,83.33,11.33,False,178,0,candidates: accepted if any offer accepted | candidates: outcome of latest offer (Offered On) | offer records | persons (name+phone): accepted if any offer accepted | requisitions: share with >=1 accepted offer,Accepted and Proposed Start Date <= 2026-08-27 | Accepted and Proposed Start Date <= 2026-09-14 | Status = Accepted,Pending counted as accepted | Pending counted as not accepted | Pending excluded | Pending with a Decision On counted as not accepted; other Pending excluded,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded | proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> excluded | proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Decision On | Offers.Offered On,calendar 2025 | trailing 3m to 2026-09-14
