pct,numerator,denominator,abs_diff_pp,reproduces,small_n,unit,numerator_rule,pending_rule,rescinded_rule,date_basis,window
77.42,24.0,31,5.42,False,False,candidates: accepted if any offer accepted,Status = Accepted,Pending with a Decision On counted as not accepted; other Pending excluded,none (no Rescinded status exists),Offers.Decision On,trailing 12m to 2026-09-14
77.42,24.0,31,5.42,False,False,candidates: outcome of latest offer (Offered On),Accepted and Proposed Start Date <= 2026-09-14,Pending counted as accepted,none (no Rescinded status exists),Offers.Decision On,trailing 12m to 2026-08-27
77.42,24.0,31,5.42,False,False,candidates: outcome of latest offer (Offered On),Accepted and Proposed Start Date <= 2026-09-14,Pending counted as accepted,none (no Rescinded status exists),Offers.Decision On,trailing 12m to 2026-09-14
77.42,24.0,31,5.42,False,False,candidates: accepted if any offer accepted,Status = Accepted,Pending counted as accepted,proxy: application carries a Rejection Reason -> not accepted,Offers.Decision On,trailing 12m to 2026-08-27
77.42,24.0,31,5.42,False,False,candidates: accepted if any offer accepted,Status = Accepted,Pending counted as accepted,proxy: application carries a Rejection Reason -> not accepted,Offers.Decision On,trailing 12m to 2026-09-14
77.78,28.0,36,5.78,False,False,offer records,Status = Accepted,Pending counted as accepted,proxy: application carries a Rejection Reason -> not accepted,none (all time),all time
77.78,28.0,36,5.78,False,False,offer records,Status = Accepted,Pending counted as accepted,proxy: application carries a Rejection Reason -> not accepted,Offers.Offered On,trailing 12m to 2026-08-27
77.78,28.0,36,5.78,False,False,offer records,Status = Accepted,Pending counted as accepted,proxy: application carries a Rejection Reason -> not accepted,Applications.Offered On,trailing 12m to 2026-08-27
77.78,28.0,36,5.78,False,False,offer records,Status = Accepted,Pending counted as accepted,proxy: application carries a Rejection Reason -> not accepted,Offers.Offered On,trailing 12m to 2026-09-14
77.78,28.0,36,5.78,False,False,offer records,Status = Accepted,Pending counted as accepted,proxy: application carries a Rejection Reason -> not accepted,Applications.Offered On,trailing 12m to 2026-09-14
77.78,21.0,27,5.78,False,True,candidates: outcome of latest offer (Offered On),Accepted and Proposed Start Date <= 2026-09-14,Pending excluded,none (no Rescinded status exists),none (all time),all time
77.78,21.0,27,5.78,False,True,candidates: outcome of latest offer (Offered On),Accepted and Proposed Start Date <= 2026-09-14,Pending excluded,none (no Rescinded status exists),Offers.Offered On,trailing 12m to 2026-08-27
77.78,21.0,27,5.78,False,True,candidates: outcome of latest offer (Offered On),Accepted and Proposed Start Date <= 2026-09-14,Pending excluded,none (no Rescinded status exists),Applications.Offered On,trailing 12m to 2026-08-27
77.78,21.0,27,5.78,False,True,candidates: outcome of latest offer (Offered On),Accepted and Proposed Start Date <= 2026-09-14,Pending excluded,none (no Rescinded status exists),Offers.Decision On,trailing 12m to 2026-08-27
77.78,21.0,27,5.78,False,True,candidates: outcome of latest offer (Offered On),Accepted and Proposed Start Date <= 2026-09-14,Pending excluded,none (no Rescinded status exists),Offers.Offered On,trailing 12m to 2026-09-14
77.78,21.0,27,5.78,False,True,candidates: outcome of latest offer (Offered On),Accepted and Proposed Start Date <= 2026-09-14,Pending excluded,none (no Rescinded status exists),Applications.Offered On,trailing 12m to 2026-09-14
77.78,21.0,27,5.78,False,True,candidates: outcome of latest offer (Offered On),Accepted and Proposed Start Date <= 2026-09-14,Pending excluded,none (no Rescinded status exists),Offers.Decision On,trailing 12m to 2026-09-14
77.78,21.0,27,5.78,False,True,candidates: accepted if any offer accepted,Status = Accepted,Pending counted as accepted,proxy: offer on a Cancelled opening -> not accepted,Offers.Decision On,2026 YTD to 2026-09-14
77.78,21.0,27,5.78,False,True,candidates: outcome of latest offer (Offered On),Status = Accepted,Pending counted as accepted,proxy: offer on a Cancelled opening -> not accepted,Offers.Decision On,2026 YTD to 2026-09-14
77.78,21.0,27,5.78,False,True,offer records,Accepted and Proposed Start Date <= 2026-09-14,Pending counted as accepted,proxy: application carries a Rejection Reason -> excluded,Offers.Offered On,2026 YTD to 2026-09-14
77.78,21.0,27,5.78,False,True,offer records,Accepted and Proposed Start Date <= 2026-09-14,Pending counted as accepted,proxy: application carries a Rejection Reason -> excluded,Applications.Offered On,2026 YTD to 2026-09-14
77.78,14.0,18,5.78,False,True,candidates: accepted if any offer accepted,Status = Accepted,Pending excluded,none (no Rescinded status exists),Offers.Offered On,trailing 6m to 2026-09-14
77.78,14.0,18,5.78,False,True,candidates: outcome of latest offer (Offered On),Status = Accepted,Pending excluded,none (no Rescinded status exists),Offers.Offered On,trailing 6m to 2026-09-14
77.78,14.0,18,5.78,False,True,persons (name+phone): accepted if any offer accepted,Status = Accepted,Pending excluded,none (no Rescinded status exists),Offers.Offered On,trailing 6m to 2026-09-14
77.78,14.0,18,5.78,False,True,candidates: accepted if any offer accepted,Status = Accepted,Pending excluded,none (no Rescinded status exists),Applications.Offered On,trailing 6m to 2026-09-14
77.78,14.0,18,5.78,False,True,candidates: outcome of latest offer (Offered On),Status = Accepted,Pending excluded,none (no Rescinded status exists),Applications.Offered On,trailing 6m to 2026-09-14
77.78,14.0,18,5.78,False,True,persons (name+phone): accepted if any offer accepted,Status = Accepted,Pending excluded,none (no Rescinded status exists),Applications.Offered On,trailing 6m to 2026-09-14
77.78,14.0,18,5.78,False,True,offer records,Accepted and Proposed Start Date <= 2026-09-14,Pending excluded,proxy: offer on a Cancelled opening -> excluded,Offers.Offered On,trailing 6m to 2026-08-27
77.78,14.0,18,5.78,False,True,offer records,Accepted and Proposed Start Date <= 2026-09-14,Pending excluded,proxy: offer on a Cancelled opening -> excluded,Applications.Offered On,trailing 6m to 2026-08-27
77.78,14.0,18,5.78,False,True,offer records,Accepted and Proposed Start Date <= 2026-09-14,Pending excluded,proxy: offer on a Cancelled opening -> excluded,Offers.Decision On,trailing 6m to 2026-08-27
77.78,14.0,18,5.78,False,True,offer records,Accepted and Proposed Start Date <= 2026-09-14,Pending excluded,proxy: offer on a Cancelled opening -> excluded,Offers.Offered On,trailing 6m to 2026-09-14
77.78,14.0,18,5.78,False,True,offer records,Accepted and Proposed Start Date <= 2026-09-14,Pending excluded,proxy: offer on a Cancelled opening -> excluded,Applications.Offered On,trailing 6m to 2026-09-14
77.78,14.0,18,5.78,False,True,offer records,Accepted and Proposed Start Date <= 2026-09-14,Pending excluded,proxy: offer on a Cancelled opening -> excluded,Offers.Decision On,trailing 6m to 2026-09-14
77.78,14.0,18,5.78,False,True,candidates: accepted if any offer accepted,Status = Accepted,Pending excluded,proxy: offer on a Cancelled opening -> not accepted,Offers.Offered On,trailing 6m to 2026-09-14
77.78,14.0,18,5.78,False,True,candidates: outcome of latest offer (Offered On),Status = Accepted,Pending excluded,proxy: offer on a Cancelled opening -> not accepted,Offers.Offered On,trailing 6m to 2026-09-14
77.78,14.0,18,5.78,False,True,persons (name+phone): accepted if any offer accepted,Status = Accepted,Pending excluded,proxy: offer on a Cancelled opening -> not accepted,Offers.Offered On,trailing 6m to 2026-09-14
77.78,14.0,18,5.78,False,True,candidates: accepted if any offer accepted,Status = Accepted,Pending excluded,proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On,trailing 6m to 2026-09-14
77.78,14.0,18,5.78,False,True,candidates: outcome of latest offer (Offered On),Status = Accepted,Pending excluded,proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On,trailing 6m to 2026-09-14
77.78,14.0,18,5.78,False,True,persons (name+phone): accepted if any offer accepted,Status = Accepted,Pending excluded,proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On,trailing 6m to 2026-09-14
77.78,14.0,18,5.78,False,True,candidates: accepted if any offer accepted,Status = Accepted,Pending excluded,proxy: application carries a Rejection Reason -> excluded,Offers.Offered On,trailing 6m to 2026-09-14
77.78,14.0,18,5.78,False,True,candidates: outcome of latest offer (Offered On),Status = Accepted,Pending excluded,proxy: application carries a Rejection Reason -> excluded,Offers.Offered On,trailing 6m to 2026-09-14
77.78,14.0,18,5.78,False,True,persons (name+phone): accepted if any offer accepted,Status = Accepted,Pending excluded,proxy: application carries a Rejection Reason -> excluded,Offers.Offered On,trailing 6m to 2026-09-14
77.78,14.0,18,5.78,False,True,candidates: accepted if any offer accepted,Status = Accepted,Pending excluded,proxy: application carries a Rejection Reason -> excluded,Applications.Offered On,trailing 6m to 2026-09-14
77.78,14.0,18,5.78,False,True,candidates: outcome of latest offer (Offered On),Status = Accepted,Pending excluded,proxy: application carries a Rejection Reason -> excluded,Applications.Offered On,trailing 6m to 2026-09-14
77.78,14.0,18,5.78,False,True,persons (name+phone): accepted if any offer accepted,Status = Accepted,Pending excluded,proxy: application carries a Rejection Reason -> excluded,Applications.Offered On,trailing 6m to 2026-09-14
77.78,14.0,18,5.78,False,True,candidates: accepted if any offer accepted,Status = Accepted,Pending excluded,proxy: application carries a Rejection Reason -> not accepted,Offers.Offered On,trailing 6m to 2026-09-14
77.78,14.0,18,5.78,False,True,candidates: outcome of latest offer (Offered On),Status = Accepted,Pending excluded,proxy: application carries a Rejection Reason -> not accepted,Offers.Offered On,trailing 6m to 2026-09-14
77.78,14.0,18,5.78,False,True,persons (name+phone): accepted if any offer accepted,Status = Accepted,Pending excluded,proxy: application carries a Rejection Reason -> not accepted,Offers.Offered On,trailing 6m to 2026-09-14
77.78,14.0,18,5.78,False,True,candidates: accepted if any offer accepted,Status = Accepted,Pending excluded,proxy: application carries a Rejection Reason -> not accepted,Applications.Offered On,trailing 6m to 2026-09-14
77.78,14.0,18,5.78,False,True,candidates: outcome of latest offer (Offered On),Status = Accepted,Pending excluded,proxy: application carries a Rejection Reason -> not accepted,Applications.Offered On,trailing 6m to 2026-09-14
77.78,14.0,18,5.78,False,True,persons (name+phone): accepted if any offer accepted,Status = Accepted,Pending excluded,proxy: application carries a Rejection Reason -> not accepted,Applications.Offered On,trailing 6m to 2026-09-14
77.78,14.0,18,5.78,False,True,requisitions: share with >=1 accepted offer,Status = Accepted,Pending counted as not accepted,proxy: offer on a Cancelled opening -> not accepted,none (all time),all time
77.78,14.0,18,5.78,False,True,requisitions: share with >=1 accepted offer,Status = Accepted,Pending counted as not accepted,proxy: offer on a Cancelled opening -> not accepted,Offers.Offered On,trailing 12m to 2026-08-27
77.78,14.0,18,5.78,False,True,requisitions: share with >=1 accepted offer,Status = Accepted,Pending counted as not accepted,proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On,trailing 12m to 2026-08-27
77.78,14.0,18,5.78,False,True,requisitions: share with >=1 accepted offer,Status = Accepted,Pending counted as not accepted,proxy: offer on a Cancelled opening -> not accepted,Offers.Offered On,trailing 12m to 2026-09-14
77.78,14.0,18,5.78,False,True,requisitions: share with >=1 accepted offer,Status = Accepted,Pending counted as not accepted,proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On,trailing 12m to 2026-09-14
77.78,14.0,18,5.78,False,True,requisitions: share with >=1 accepted offer,Accepted and Proposed Start Date <= 2026-08-27,Pending counted as not accepted,proxy: offer on a Cancelled opening -> not accepted,none (all time),all time
77.78,14.0,18,5.78,False,True,requisitions: share with >=1 accepted offer,Accepted and Proposed Start Date <= 2026-08-27,Pending counted as not accepted,proxy: offer on a Cancelled opening -> not accepted,Offers.Offered On,trailing 12m to 2026-08-27
77.78,14.0,18,5.78,False,True,requisitions: share with >=1 accepted offer,Accepted and Proposed Start Date <= 2026-08-27,Pending counted as not accepted,proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On,trailing 12m to 2026-08-27
77.78,14.0,18,5.78,False,True,requisitions: share with >=1 accepted offer,Accepted and Proposed Start Date <= 2026-08-27,Pending counted as not accepted,proxy: offer on a Cancelled opening -> not accepted,Offers.Offered On,trailing 12m to 2026-09-14
77.78,14.0,18,5.78,False,True,requisitions: share with >=1 accepted offer,Accepted and Proposed Start Date <= 2026-08-27,Pending counted as not accepted,proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On,trailing 12m to 2026-09-14
77.78,14.0,18,5.78,False,True,requisitions: share with >=1 accepted offer,Accepted and Proposed Start Date <= 2026-09-14,Pending counted as not accepted,proxy: offer on a Cancelled opening -> not accepted,none (all time),all time
77.78,14.0,18,5.78,False,True,requisitions: share with >=1 accepted offer,Accepted and Proposed Start Date <= 2026-09-14,Pending counted as not accepted,proxy: offer on a Cancelled opening -> not accepted,Offers.Offered On,trailing 12m to 2026-08-27
77.78,14.0,18,5.78,False,True,requisitions: share with >=1 accepted offer,Accepted and Proposed Start Date <= 2026-09-14,Pending counted as not accepted,proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On,trailing 12m to 2026-08-27
77.78,14.0,18,5.78,False,True,requisitions: share with >=1 accepted offer,Accepted and Proposed Start Date <= 2026-09-14,Pending counted as not accepted,proxy: offer on a Cancelled opening -> not accepted,Offers.Offered On,trailing 12m to 2026-09-14
77.78,14.0,18,5.78,False,True,requisitions: share with >=1 accepted offer,Accepted and Proposed Start Date <= 2026-09-14,Pending counted as not accepted,proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On,trailing 12m to 2026-09-14
77.78,14.0,18,5.78,False,True,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-09-14,Pending counted as accepted,proxy: offer on a Cancelled opening -> not accepted,none (all time),all time
77.78,14.0,18,5.78,False,True,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-09-14,Pending counted as accepted,proxy: offer on a Cancelled opening -> not accepted,Offers.Offered On,trailing 12m to 2026-08-27
77.78,14.0,18,5.78,False,True,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-09-14,Pending counted as accepted,proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On,trailing 12m to 2026-08-27
77.78,14.0,18,5.78,False,True,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-09-14,Pending counted as accepted,proxy: offer on a Cancelled opening -> not accepted,Offers.Offered On,trailing 12m to 2026-09-14
77.78,14.0,18,5.78,False,True,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-09-14,Pending counted as accepted,proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On,trailing 12m to 2026-09-14
77.78,7.0,9,5.78,False,True,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-08-27,Pending excluded,none (no Rescinded status exists),Offers.Offered On,trailing 3m to 2026-08-27
77.78,7.0,9,5.78,False,True,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-08-27,Pending excluded,none (no Rescinded status exists),Applications.Offered On,trailing 3m to 2026-08-27
77.78,7.0,9,5.78,False,True,requisitions: share with >=1 accepted offer,Accepted and Proposed Start Date <= 2026-08-27,Pending excluded,none (no Rescinded status exists),Offers.Decision On,trailing 3m to 2026-09-14
77.78,7.0,9,5.78,False,True,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-08-27,Pending excluded,proxy: offer on a Cancelled opening -> excluded,Offers.Offered On,trailing 3m to 2026-08-27
77.78,7.0,9,5.78,False,True,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-08-27,Pending excluded,proxy: offer on a Cancelled opening -> excluded,Applications.Offered On,trailing 3m to 2026-08-27
77.78,7.0,9,5.78,False,True,requisitions: share with >=1 accepted offer,Accepted and Proposed Start Date <= 2026-08-27,Pending excluded,proxy: offer on a Cancelled opening -> excluded,Offers.Decision On,trailing 3m to 2026-09-14
77.78,7.0,9,5.78,False,True,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-08-27,Pending excluded,proxy: offer on a Cancelled opening -> not accepted,Offers.Offered On,trailing 3m to 2026-08-27
77.78,7.0,9,5.78,False,True,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-08-27,Pending excluded,proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On,trailing 3m to 2026-08-27
77.78,7.0,9,5.78,False,True,requisitions: share with >=1 accepted offer,Accepted and Proposed Start Date <= 2026-08-27,Pending excluded,proxy: offer on a Cancelled opening -> not accepted,Offers.Decision On,trailing 3m to 2026-09-14
77.78,7.0,9,5.78,False,True,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-08-27,Pending excluded,proxy: application carries a Rejection Reason -> excluded,Offers.Offered On,trailing 3m to 2026-08-27
77.78,7.0,9,5.78,False,True,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-08-27,Pending excluded,proxy: application carries a Rejection Reason -> excluded,Applications.Offered On,trailing 3m to 2026-08-27
77.78,7.0,9,5.78,False,True,requisitions: share with >=1 accepted offer,Accepted and Proposed Start Date <= 2026-08-27,Pending excluded,proxy: application carries a Rejection Reason -> excluded,Offers.Decision On,trailing 3m to 2026-09-14
77.78,7.0,9,5.78,False,True,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-08-27,Pending excluded,proxy: application carries a Rejection Reason -> not accepted,Offers.Offered On,trailing 3m to 2026-08-27
77.78,7.0,9,5.78,False,True,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-08-27,Pending excluded,proxy: application carries a Rejection Reason -> not accepted,Applications.Offered On,trailing 3m to 2026-08-27
77.78,7.0,9,5.78,False,True,requisitions: share with >=1 accepted offer,Accepted and Proposed Start Date <= 2026-08-27,Pending excluded,proxy: application carries a Rejection Reason -> not accepted,Offers.Decision On,trailing 3m to 2026-09-14
77.8,11.67,15,5.8,False,True,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-08-27,Pending excluded,none (no Rescinded status exists),Offers.Decision On,2026 YTD to 2026-09-14
77.8,11.67,15,5.8,False,True,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-08-27,Pending counted as accepted,proxy: application carries a Rejection Reason -> excluded,Offers.Offered On,2026 YTD to 2026-09-14
77.8,11.67,15,5.8,False,True,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-08-27,Pending counted as accepted,proxy: application carries a Rejection Reason -> excluded,Applications.Offered On,2026 YTD to 2026-09-14
77.94,13.25,17,5.94,False,True,requisitions: mean of per-requisition rates,Status = Accepted,Pending counted as not accepted,none (no Rescinded status exists),Offers.Decision On,trailing 12m to 2026-08-27
77.94,13.25,17,5.94,False,True,requisitions: mean of per-requisition rates,Status = Accepted,Pending counted as not accepted,none (no Rescinded status exists),Offers.Decision On,trailing 12m to 2026-09-14
77.94,13.25,17,5.94,False,True,requisitions: mean of per-requisition rates,Status = Accepted,Pending with a Decision On counted as not accepted; other Pending excluded,none (no Rescinded status exists),none (all time),all time
77.94,13.25,17,5.94,False,True,requisitions: mean of per-requisition rates,Status = Accepted,Pending with a Decision On counted as not accepted; other Pending excluded,none (no Rescinded status exists),Offers.Offered On,trailing 12m to 2026-08-27
77.94,13.25,17,5.94,False,True,requisitions: mean of per-requisition rates,Status = Accepted,Pending with a Decision On counted as not accepted; other Pending excluded,none (no Rescinded status exists),Applications.Offered On,trailing 12m to 2026-08-27
77.94,13.25,17,5.94,False,True,requisitions: mean of per-requisition rates,Status = Accepted,Pending with a Decision On counted as not accepted; other Pending excluded,none (no Rescinded status exists),Offers.Decision On,trailing 12m to 2026-08-27
77.94,13.25,17,5.94,False,True,requisitions: mean of per-requisition rates,Status = Accepted,Pending with a Decision On counted as not accepted; other Pending excluded,none (no Rescinded status exists),Offers.Offered On,trailing 12m to 2026-09-14
77.94,13.25,17,5.94,False,True,requisitions: mean of per-requisition rates,Status = Accepted,Pending with a Decision On counted as not accepted; other Pending excluded,none (no Rescinded status exists),Applications.Offered On,trailing 12m to 2026-09-14
77.94,13.25,17,5.94,False,True,requisitions: mean of per-requisition rates,Status = Accepted,Pending with a Decision On counted as not accepted; other Pending excluded,none (no Rescinded status exists),Offers.Decision On,trailing 12m to 2026-09-14
78.12,25.0,32,6.12,False,False,candidates: outcome of latest offer (Offered On),Accepted and Proposed Start Date <= 2026-09-14,Pending counted as accepted,none (no Rescinded status exists),none (all time),all time
78.12,25.0,32,6.12,False,False,candidates: outcome of latest offer (Offered On),Accepted and Proposed Start Date <= 2026-09-14,Pending counted as accepted,none (no Rescinded status exists),Offers.Offered On,trailing 12m to 2026-08-27
78.12,25.0,32,6.12,False,False,candidates: outcome of latest offer (Offered On),Accepted and Proposed Start Date <= 2026-09-14,Pending counted as accepted,none (no Rescinded status exists),Applications.Offered On,trailing 12m to 2026-08-27
78.12,25.0,32,6.12,False,False,candidates: outcome of latest offer (Offered On),Accepted and Proposed Start Date <= 2026-09-14,Pending counted as accepted,none (no Rescinded status exists),Offers.Offered On,trailing 12m to 2026-09-14
78.12,25.0,32,6.12,False,False,candidates: outcome of latest offer (Offered On),Accepted and Proposed Start Date <= 2026-09-14,Pending counted as accepted,none (no Rescinded status exists),Applications.Offered On,trailing 12m to 2026-09-14
78.12,25.0,32,6.12,False,False,offer records,Accepted and Proposed Start Date <= 2026-09-14,Pending counted as accepted,proxy: application carries a Rejection Reason -> excluded,Offers.Decision On,trailing 12m to 2026-08-27
78.12,25.0,32,6.12,False,False,offer records,Accepted and Proposed Start Date <= 2026-09-14,Pending counted as accepted,proxy: application carries a Rejection Reason -> excluded,Offers.Decision On,trailing 12m to 2026-09-14
78.12,25.0,32,6.12,False,False,candidates: accepted if any offer accepted,Status = Accepted,Pending counted as accepted,proxy: application carries a Rejection Reason -> not accepted,none (all time),all time
78.12,25.0,32,6.12,False,False,candidates: accepted if any offer accepted,Status = Accepted,Pending counted as accepted,proxy: application carries a Rejection Reason -> not accepted,Offers.Offered On,trailing 12m to 2026-08-27
78.12,25.0,32,6.12,False,False,candidates: accepted if any offer accepted,Status = Accepted,Pending counted as accepted,proxy: application carries a Rejection Reason -> not accepted,Applications.Offered On,trailing 12m to 2026-08-27
78.12,25.0,32,6.12,False,False,candidates: accepted if any offer accepted,Status = Accepted,Pending counted as accepted,proxy: application carries a Rejection Reason -> not accepted,Offers.Offered On,trailing 12m to 2026-09-14
78.12,25.0,32,6.12,False,False,candidates: accepted if any offer accepted,Status = Accepted,Pending counted as accepted,proxy: application carries a Rejection Reason -> not accepted,Applications.Offered On,trailing 12m to 2026-09-14
78.12,12.5,16,6.12,False,True,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-09-14,Pending excluded,proxy: offer on a Cancelled opening -> not accepted,none (all time),all time
78.12,12.5,16,6.12,False,True,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-09-14,Pending excluded,proxy: offer on a Cancelled opening -> not accepted,Offers.Offered On,trailing 12m to 2026-08-27
78.12,12.5,16,6.12,False,True,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-09-14,Pending excluded,proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On,trailing 12m to 2026-08-27
78.12,12.5,16,6.12,False,True,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-09-14,Pending excluded,proxy: offer on a Cancelled opening -> not accepted,Offers.Decision On,trailing 12m to 2026-08-27
78.12,12.5,16,6.12,False,True,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-09-14,Pending excluded,proxy: offer on a Cancelled opening -> not accepted,Offers.Offered On,trailing 12m to 2026-09-14
78.12,12.5,16,6.12,False,True,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-09-14,Pending excluded,proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On,trailing 12m to 2026-09-14
78.12,12.5,16,6.12,False,True,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-09-14,Pending excluded,proxy: offer on a Cancelled opening -> not accepted,Offers.Decision On,trailing 12m to 2026-09-14
78.12,12.5,16,6.12,False,True,requisitions: mean of per-requisition rates,Status = Accepted,Pending excluded,proxy: application carries a Rejection Reason -> not accepted,none (all time),all time
78.12,12.5,16,6.12,False,True,requisitions: mean of per-requisition rates,Status = Accepted,Pending excluded,proxy: application carries a Rejection Reason -> not accepted,Offers.Offered On,trailing 12m to 2026-08-27
78.12,12.5,16,6.12,False,True,requisitions: mean of per-requisition rates,Status = Accepted,Pending excluded,proxy: application carries a Rejection Reason -> not accepted,Applications.Offered On,trailing 12m to 2026-08-27
78.12,12.5,16,6.12,False,True,requisitions: mean of per-requisition rates,Status = Accepted,Pending excluded,proxy: application carries a Rejection Reason -> not accepted,Offers.Decision On,trailing 12m to 2026-08-27
78.12,12.5,16,6.12,False,True,requisitions: mean of per-requisition rates,Status = Accepted,Pending excluded,proxy: application carries a Rejection Reason -> not accepted,Offers.Offered On,trailing 12m to 2026-09-14
78.12,12.5,16,6.12,False,True,requisitions: mean of per-requisition rates,Status = Accepted,Pending excluded,proxy: application carries a Rejection Reason -> not accepted,Applications.Offered On,trailing 12m to 2026-09-14
78.12,12.5,16,6.12,False,True,requisitions: mean of per-requisition rates,Status = Accepted,Pending excluded,proxy: application carries a Rejection Reason -> not accepted,Offers.Decision On,trailing 12m to 2026-09-14
78.12,12.5,16,6.12,False,True,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-09-14,Pending counted as accepted,proxy: application carries a Rejection Reason -> not accepted,Offers.Offered On,2026 YTD to 2026-09-14
78.12,12.5,16,6.12,False,True,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-09-14,Pending counted as accepted,proxy: application carries a Rejection Reason -> not accepted,Applications.Offered On,2026 YTD to 2026-09-14
78.23,10.17,13,6.23,False,True,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-08-27,Pending excluded,proxy: offer on a Cancelled opening -> not accepted,Offers.Offered On,2026 YTD to 2026-09-14
78.23,10.17,13,6.23,False,True,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-08-27,Pending excluded,proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On,2026 YTD to 2026-09-14
78.26,18.0,23,6.26,False,True,candidates: accepted if any offer accepted,Status = Accepted,Pending excluded,none (no Rescinded status exists),Offers.Decision On,2026 YTD to 2026-09-14
78.26,18.0,23,6.26,False,True,candidates: outcome of latest offer (Offered On),Status = Accepted,Pending excluded,none (no Rescinded status exists),Offers.Decision On,2026 YTD to 2026-09-14
78.26,18.0,23,6.26,False,True,persons (name+phone): accepted if any offer accepted,Status = Accepted,Pending excluded,none (no Rescinded status exists),Offers.Decision On,2026 YTD to 2026-09-14
78.26,18.0,23,6.26,False,True,offer records,Accepted and Proposed Start Date <= 2026-09-14,Pending excluded,none (no Rescinded status exists),Offers.Offered On,2026 YTD to 2026-09-14
78.26,18.0,23,6.26,False,True,offer records,Accepted and Proposed Start Date <= 2026-09-14,Pending excluded,none (no Rescinded status exists),Applications.Offered On,2026 YTD to 2026-09-14
78.26,18.0,23,6.26,False,True,offer records,Status = Accepted,Pending excluded,proxy: offer on a Cancelled opening -> not accepted,Offers.Offered On,2026 YTD to 2026-09-14
78.26,18.0,23,6.26,False,True,offer records,Status = Accepted,Pending excluded,proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On,2026 YTD to 2026-09-14
78.26,18.0,23,6.26,False,True,offer records,Accepted and Proposed Start Date <= 2026-09-14,Pending excluded,proxy: application carries a Rejection Reason -> excluded,Offers.Offered On,2026 YTD to 2026-09-14
78.26,18.0,23,6.26,False,True,offer records,Accepted and Proposed Start Date <= 2026-09-14,Pending excluded,proxy: application carries a Rejection Reason -> excluded,Applications.Offered On,2026 YTD to 2026-09-14
78.26,18.0,23,6.26,False,True,persons (name+phone): accepted if any offer accepted,Accepted and Proposed Start Date <= 2026-09-14,Pending counted as accepted,proxy: offer on a Cancelled opening -> excluded,Offers.Decision On,2026 YTD to 2026-09-14
78.26,18.0,23,6.26,False,True,candidates: accepted if any offer accepted,Status = Accepted,Pending counted as accepted,proxy: offer on a Cancelled opening -> not accepted,Offers.Offered On,trailing 6m to 2026-08-27
