numerator,denominator,pct,abs_diff_pp,reproduces,definitions,all_time,event,window,date_basis,unit,attribution,channel
16,26,61.54,34.64,False,2,0,offer extended: any Offer record,2026 YTD to 2026-09-14,Offers.Offered On,distinct candidate record | distinct person (name+phone),Applications.Referred By overrides Source | Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
42,68,61.76,34.86,False,1,0,application: every Applications row,calendar 2025,Applications.Applied On,distinct person (name+phone),Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
26,42,61.9,35.0,False,2,0,candidate: every Candidates record,trailing 3m to 2026-09-14,Candidates.Created On,distinct candidate record | distinct person (name+phone),Candidates.Source as recorded,raw Source = Job Board
56,90,62.22,35.32,False,1,0,candidate: every Candidates record,trailing 6m to 2026-08-27,Candidates.Created On,distinct candidate record,Candidates.Source as recorded,raw Source = Job Board
155,248,62.5,35.6,False,1,0,application: every Applications row,2026 YTD to 2026-09-14,Applications.Applied On,distinct person (name+phone),Applications.Referred By overrides Source,raw Source = Job Board
15,24,62.5,35.6,False,29,5,hire started: Accepted and Proposed Start Date <= 2026-08-27 | hire started: Accepted and Proposed Start Date <= 2026-09-14 | hired: Applications.Stage = Hired | offer accepted: Offers.Status = Accepted | offer extended: any Offer record,all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14 | trailing 6m to 2026-08-27,Applications.Applied On | Applications.Closed On | Offers.Decision On | Offers.Offered On | Offers.Proposed Start Date | none (all time),application rows | distinct candidate record | distinct candidate+opening,Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
10,16,62.5,35.6,False,8,0,hire started: Accepted and Proposed Start Date <= 2026-08-27 | hire started: Accepted and Proposed Start Date <= 2026-09-14 | hired: Applications.Stage = Hired | offer accepted: Offers.Status = Accepted,trailing 6m to 2026-08-27,Offers.Proposed Start Date,distinct candidate record | distinct person (name+phone),Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
5,8,62.5,35.6,False,19,0,hired: Applications.Stage = Hired | offer extended: any Offer record,calendar 2025,Applications.Applied On | Offers.Offered On,application rows | distinct candidate record | distinct candidate+opening | distinct person (name+phone),Applications.Referred By overrides Source | Candidates.Source as recorded,bucket: Job Board + LinkedIn | bucket: Job Board + LinkedIn + Career Site | raw Source = Job Board
217,347,62.54,35.64,False,1,1,application: every Applications row,all time,none (all time),distinct candidate+opening,Applications.Referred By overrides Source,raw Source = Job Board
207,331,62.54,35.64,False,1,0,application: every Applications row,trailing 12m to 2026-08-27,Applications.Applied On,distinct candidate+opening,Applications.Referred By overrides Source,raw Source = Job Board
219,350,62.57,35.67,False,1,1,application: every Applications row,all time,none (all time),application rows,Applications.Referred By overrides Source,raw Source = Job Board
209,334,62.57,35.67,False,1,0,application: every Applications row,trailing 12m to 2026-08-27,Applications.Applied On,application rows,Applications.Referred By overrides Source,raw Source = Job Board
82,131,62.6,35.7,False,1,0,candidate: every Candidates record,2026 YTD to 2026-09-14,Candidates.Created On,distinct candidate record,Candidates.Source as recorded,raw Source = Job Board
206,328,62.8,35.9,False,1,0,application: every Applications row,trailing 12m to 2026-09-14,Applications.Applied On,application rows,Applications.Referred By overrides Source,raw Source = Job Board
159,253,62.85,35.95,False,1,0,application: every Applications row,2026 YTD to 2026-09-14,Applications.Applied On,distinct candidate record,Applications.Referred By overrides Source,raw Source = Job Board
205,326,62.88,35.98,False,1,0,application: every Applications row,trailing 12m to 2026-09-14,Applications.Applied On,distinct candidate+opening,Applications.Referred By overrides Source,raw Source = Job Board
56,89,62.92,36.02,False,1,0,candidate: every Candidates record,trailing 6m to 2026-08-27,Candidates.Created On,distinct person (name+phone),Candidates.Source as recorded,raw Source = Job Board
17,27,62.96,36.06,False,1,0,offer extended: any Offer record,2026 YTD to 2026-09-14,Offers.Offered On,distinct candidate+opening,Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
82,130,63.08,36.18,False,1,0,candidate: every Candidates record,2026 YTD to 2026-09-14,Candidates.Created On,distinct person (name+phone),Candidates.Source as recorded,raw Source = Job Board
12,19,63.16,36.26,False,5,0,hire started: Accepted and Proposed Start Date <= 2026-08-27 | hire started: Accepted and Proposed Start Date <= 2026-09-14 | hired: Applications.Stage = Hired | offer accepted: Offers.Status = Accepted,2026 YTD to 2026-09-14,Offers.Proposed Start Date,application rows | distinct candidate+opening,Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
186,294,63.27,36.37,False,2,2,application: every Applications row | candidate: every Candidates record,all time,none (all time),distinct person (name+phone),Candidates.Source as recorded,raw Source = Job Board
178,281,63.35,36.45,False,1,0,application: every Applications row,trailing 12m to 2026-08-27,Applications.Applied On,distinct person (name+phone),Candidates.Source as recorded,raw Source = Job Board
120,189,63.49,36.59,False,1,0,candidate: every Candidates record,trailing 12m to 2026-08-27,Candidates.Created On,distinct candidate record,Candidates.Source as recorded,raw Source = Job Board
14,22,63.64,36.74,False,4,0,offer extended: any Offer record,trailing 6m to 2026-09-14,Offers.Offered On,distinct candidate record | distinct person (name+phone),Applications.Referred By overrides Source | Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
7,11,63.64,36.74,False,24,0,hire started: Accepted and Proposed Start Date <= 2026-09-14 | hired: Applications.Stage = Hired | offer accepted: Offers.Status = Accepted,trailing 3m to 2026-09-14,Offers.Proposed Start Date,application rows | distinct candidate record | distinct candidate+opening | distinct person (name+phone),Applications.Referred By overrides Source | Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
191,300,63.67,36.77,False,2,2,application: every Applications row | candidate: every Candidates record,all time,none (all time),distinct candidate record,Candidates.Source as recorded,raw Source = Job Board
183,287,63.76,36.86,False,1,0,application: every Applications row,trailing 12m to 2026-08-27,Applications.Applied On,distinct candidate record,Candidates.Source as recorded,raw Source = Job Board
178,279,63.8,36.9,False,1,0,application: every Applications row,trailing 12m to 2026-09-14,Applications.Applied On,distinct person (name+phone),Candidates.Source as recorded,raw Source = Job Board
134,210,63.81,36.91,False,1,0,application: every Applications row,trailing 6m to 2026-08-27,Applications.Applied On,distinct person (name+phone),Applications.Referred By overrides Source,raw Source = Job Board
120,188,63.83,36.93,False,1,0,candidate: every Candidates record,trailing 12m to 2026-08-27,Candidates.Created On,distinct person (name+phone),Candidates.Source as recorded,raw Source = Job Board
106,166,63.86,36.96,False,1,0,candidate: every Candidates record,calendar 2025,Candidates.Created On,distinct person (name+phone),Candidates.Source as recorded,raw Source = Job Board
23,36,63.89,36.99,False,3,1,offer extended: any Offer record,all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14,Offers.Offered On | none (all time),application rows,Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
117,183,63.93,37.03,False,1,0,candidate: every Candidates record,trailing 12m to 2026-09-14,Candidates.Created On,distinct candidate record,Candidates.Source as recorded,raw Source = Job Board
135,211,63.98,37.08,False,1,0,application: every Applications row,trailing 6m to 2026-08-27,Applications.Applied On,distinct candidate record,Applications.Referred By overrides Source,raw Source = Job Board
183,285,64.21,37.31,False,1,0,application: every Applications row,trailing 12m to 2026-09-14,Applications.Applied On,distinct candidate record,Candidates.Source as recorded,raw Source = Job Board
117,182,64.29,37.39,False,1,0,candidate: every Candidates record,trailing 12m to 2026-09-14,Candidates.Created On,distinct person (name+phone),Candidates.Source as recorded,raw Source = Job Board
45,70,64.29,37.39,False,1,0,application: every Applications row,calendar 2025,Applications.Applied On,distinct candidate record,Candidates.Source as recorded,raw Source = Job Board
179,278,64.39,37.49,False,1,0,application: every Applications row,2026 YTD to 2026-09-14,Applications.Applied On,application rows,Applications.Referred By overrides Source,raw Source = Job Board
132,205,64.39,37.49,False,1,0,application: every Applications row,trailing 6m to 2026-09-14,Applications.Applied On,distinct person (name+phone),Applications.Referred By overrides Source,raw Source = Job Board
109,169,64.5,37.6,False,1,0,candidate: every Candidates record,calendar 2025,Candidates.Created On,distinct candidate record,Candidates.Source as recorded,raw Source = Job Board
133,206,64.56,37.66,False,1,0,application: every Applications row,trailing 6m to 2026-09-14,Applications.Applied On,distinct candidate record,Applications.Referred By overrides Source,raw Source = Job Board
179,277,64.62,37.72,False,1,0,application: every Applications row,2026 YTD to 2026-09-14,Applications.Applied On,distinct candidate+opening,Applications.Referred By overrides Source,raw Source = Job Board
44,68,64.71,37.81,False,1,0,application: every Applications row,calendar 2025,Applications.Applied On,distinct person (name+phone),Candidates.Source as recorded,raw Source = Job Board
46,71,64.79,37.89,False,1,0,application: every Applications row,calendar 2025,Applications.Applied On,distinct candidate+opening,Candidates.Source as recorded,raw Source = Job Board
15,23,65.22,38.32,False,13,2,hire started: Accepted and Proposed Start Date <= 2026-08-27 | hire started: Accepted and Proposed Start Date <= 2026-09-14 | hired: Applications.Stage = Hired | offer accepted: Offers.Status = Accepted | offer extended: any Offer record,all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14 | trailing 6m to 2026-08-27,Applications.Applied On | Offers.Offered On | Offers.Proposed Start Date | none (all time),distinct candidate record | distinct person (name+phone),Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
47,72,65.28,38.38,False,1,0,application: every Applications row,calendar 2025,Applications.Applied On,application rows,Candidates.Source as recorded,raw Source = Job Board
17,26,65.38,38.48,False,1,0,offer extended: any Offer record,2026 YTD to 2026-09-14,Offers.Offered On,distinct candidate record,Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
21,32,65.62,38.73,False,3,1,offer extended: any Offer record,all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14,Offers.Offered On | none (all time),distinct candidate record,Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
23,35,65.71,38.81,False,3,1,offer extended: any Offer record,all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14,Offers.Offered On | none (all time),distinct candidate+opening,Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
163,248,65.73,38.83,False,1,0,application: every Applications row,2026 YTD to 2026-09-14,Applications.Applied On,distinct person (name+phone),Candidates.Source as recorded,raw Source = Job Board
33,50,66.0,39.1,False,2,0,candidate: every Candidates record,trailing 3m to 2026-08-27,Candidates.Created On,distinct candidate record | distinct person (name+phone),Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
167,253,66.01,39.11,False,1,0,application: every Applications row,2026 YTD to 2026-09-14,Applications.Applied On,distinct candidate record,Candidates.Source as recorded,raw Source = Job Board
152,230,66.09,39.19,False,2,0,application: every Applications row,trailing 6m to 2026-08-27,Applications.Applied On,application rows | distinct candidate+opening,Applications.Referred By overrides Source,raw Source = Job Board
150,225,66.67,39.77,False,2,0,application: every Applications row,trailing 6m to 2026-09-14,Applications.Applied On,application rows | distinct candidate+opening,Applications.Referred By overrides Source,raw Source = Job Board
140,210,66.67,39.77,False,1,0,application: every Applications row,trailing 6m to 2026-08-27,Applications.Applied On,distinct person (name+phone),Candidates.Source as recorded,raw Source = Job Board
58,87,66.67,39.77,False,1,0,candidate: every Candidates record,trailing 6m to 2026-09-14,Candidates.Created On,distinct candidate record,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
28,42,66.67,39.77,False,2,0,candidate: every Candidates record,trailing 3m to 2026-09-14,Candidates.Created On,distinct candidate record | distinct person (name+phone),Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
16,24,66.67,39.77,False,11,2,hired: Applications.Stage = Hired | offer accepted: Offers.Status = Accepted,all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14,Applications.Applied On | Applications.Closed On | Offers.Decision On | Offers.Offered On | none (all time),distinct person (name+phone),Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
12,18,66.67,39.77,False,8,0,hire started: Accepted and Proposed Start Date <= 2026-08-27 | hire started: Accepted and Proposed Start Date <= 2026-09-14 | hired: Applications.Stage = Hired | offer accepted: Offers.Status = Accepted,2026 YTD to 2026-09-14,Offers.Proposed Start Date,distinct candidate record | distinct person (name+phone),Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
8,12,66.67,39.77,False,32,0,hire started: Accepted and Proposed Start Date <= 2026-08-27 | hire started: Accepted and Proposed Start Date <= 2026-09-14 | hired: Applications.Stage = Hired | offer accepted: Offers.Status = Accepted,trailing 3m to 2026-08-27,Offers.Proposed Start Date,application rows | distinct candidate record | distinct candidate+opening | distinct person (name+phone),Applications.Referred By overrides Source | Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
4,6,66.67,39.77,False,22,0,hired: Applications.Stage = Hired | offer accepted: Offers.Status = Accepted,calendar 2025,Offers.Decision On,application rows | distinct candidate record | distinct candidate+opening | distinct person (name+phone),Applications.Referred By overrides Source | Candidates.Source as recorded,bucket: Job Board + LinkedIn | bucket: Job Board + LinkedIn + Career Site | raw Source = Job Board
141,211,66.82,39.92,False,1,0,application: every Applications row,trailing 6m to 2026-08-27,Applications.Applied On,distinct candidate record,Candidates.Source as recorded,raw Source = Job Board
138,205,67.32,40.42,False,1,0,application: every Applications row,trailing 6m to 2026-09-14,Applications.Applied On,distinct person (name+phone),Candidates.Source as recorded,raw Source = Job Board
225,334,67.37,40.47,False,1,0,application: every Applications row,trailing 12m to 2026-08-27,Applications.Applied On,application rows,Candidates.Source as recorded,raw Source = Job Board
223,331,67.37,40.47,False,1,0,application: every Applications row,trailing 12m to 2026-08-27,Applications.Applied On,distinct candidate+opening,Candidates.Source as recorded,raw Source = Job Board
221,328,67.38,40.48,False,1,0,application: every Applications row,trailing 12m to 2026-09-14,Applications.Applied On,application rows,Candidates.Source as recorded,raw Source = Job Board
236,350,67.43,40.53,False,1,1,application: every Applications row,all time,none (all time),application rows,Candidates.Source as recorded,raw Source = Job Board
234,347,67.44,40.54,False,1,1,application: every Applications row,all time,none (all time),distinct candidate+opening,Candidates.Source as recorded,raw Source = Job Board
58,86,67.44,40.54,False,1,0,candidate: every Candidates record,trailing 6m to 2026-09-14,Candidates.Created On,distinct person (name+phone),Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
220,326,67.48,40.58,False,1,0,application: every Applications row,trailing 12m to 2026-09-14,Applications.Applied On,distinct candidate+opening,Candidates.Source as recorded,raw Source = Job Board
139,206,67.48,40.58,False,1,0,application: every Applications row,trailing 6m to 2026-09-14,Applications.Applied On,distinct candidate record,Candidates.Source as recorded,raw Source = Job Board
21,31,67.74,40.84,False,3,1,offer extended: any Offer record,all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14,Offers.Offered On | none (all time),distinct person (name+phone),Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
189,278,67.99,41.09,False,1,0,application: every Applications row,2026 YTD to 2026-09-14,Applications.Applied On,application rows,Candidates.Source as recorded,raw Source = Job Board
189,277,68.23,41.33,False,1,0,application: every Applications row,2026 YTD to 2026-09-14,Applications.Applied On,distinct candidate+opening,Candidates.Source as recorded,raw Source = Job Board
62,90,68.89,41.99,False,1,0,candidate: every Candidates record,trailing 6m to 2026-08-27,Candidates.Created On,distinct candidate record,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
159,230,69.13,42.23,False,2,0,application: every Applications row,trailing 6m to 2026-08-27,Applications.Applied On,application rows | distinct candidate+opening,Candidates.Source as recorded,raw Source = Job Board
16,23,69.57,42.67,False,10,2,hire started: Accepted and Proposed Start Date <= 2026-08-27 | hire started: Accepted and Proposed Start Date <= 2026-09-14 | hired: Applications.Stage = Hired | offer accepted: Offers.Status = Accepted,all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14,Offers.Proposed Start Date | none (all time),distinct person (name+phone),Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
62,89,69.66,42.76,False,1,0,candidate: every Candidates record,trailing 6m to 2026-08-27,Candidates.Created On,distinct person (name+phone),Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
157,225,69.78,42.88,False,2,0,application: every Applications row,trailing 6m to 2026-09-14,Applications.Applied On,application rows | distinct candidate+opening,Candidates.Source as recorded,raw Source = Job Board
116,166,69.88,42.98,False,1,0,candidate: every Candidates record,calendar 2025,Candidates.Created On,distinct person (name+phone),Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
49,70,70.0,43.1,False,1,0,application: every Applications row,calendar 2025,Applications.Applied On,distinct candidate record,Candidates.Source as recorded,bucket: Job Board + LinkedIn
35,50,70.0,43.1,False,2,0,candidate: every Candidates record,trailing 3m to 2026-08-27,Candidates.Created On,distinct candidate record | distinct person (name+phone),Candidates.Source as recorded,bucket: Job Board + LinkedIn
7,10,70.0,43.1,False,8,0,hire started: Accepted and Proposed Start Date <= 2026-08-27,trailing 3m to 2026-09-14,Offers.Proposed Start Date,application rows | distinct candidate record | distinct candidate+opening | distinct person (name+phone),Applications.Referred By overrides Source | Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
206,294,70.07,43.17,False,2,2,application: every Applications row | candidate: every Candidates record,all time,none (all time),distinct person (name+phone),Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
197,281,70.11,43.21,False,1,0,application: every Applications row,trailing 12m to 2026-08-27,Applications.Applied On,distinct person (name+phone),Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
92,131,70.23,43.33,False,1,0,candidate: every Candidates record,2026 YTD to 2026-09-14,Candidates.Created On,distinct candidate record,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
211,300,70.33,43.43,False,2,2,application: every Applications row | candidate: every Candidates record,all time,none (all time),distinct candidate record,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
202,287,70.38,43.48,False,1,0,application: every Applications row,trailing 12m to 2026-08-27,Applications.Applied On,distinct candidate record,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
119,169,70.41,43.51,False,1,0,candidate: every Candidates record,calendar 2025,Candidates.Created On,distinct candidate record,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
50,71,70.42,43.52,False,2,0,application: every Applications row,calendar 2025,Applications.Applied On,distinct candidate+opening,Applications.Referred By overrides Source | Candidates.Source as recorded,bucket: Job Board + LinkedIn | bucket: Job Board + LinkedIn + Career Site
81,115,70.43,43.53,False,1,0,application: every Applications row,trailing 3m to 2026-08-27,Applications.Applied On,distinct person (name+phone),Applications.Referred By overrides Source,raw Source = Job Board
48,68,70.59,43.69,False,1,0,application: every Applications row,calendar 2025,Applications.Applied On,distinct person (name+phone),Candidates.Source as recorded,bucket: Job Board + LinkedIn
197,279,70.61,43.71,False,1,0,application: every Applications row,trailing 12m to 2026-09-14,Applications.Applied On,distinct person (name+phone),Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
82,116,70.69,43.79,False,1,0,application: every Applications row,trailing 3m to 2026-08-27,Applications.Applied On,distinct candidate record,Applications.Referred By overrides Source,raw Source = Job Board
92,130,70.77,43.87,False,1,0,candidate: every Candidates record,2026 YTD to 2026-09-14,Candidates.Created On,distinct person (name+phone),Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
51,72,70.83,43.93,False,2,0,application: every Applications row,calendar 2025,Applications.Applied On,application rows,Applications.Referred By overrides Source | Candidates.Source as recorded,bucket: Job Board + LinkedIn | bucket: Job Board + LinkedIn + Career Site
202,285,70.88,43.98,False,1,0,application: every Applications row,trailing 12m to 2026-09-14,Applications.Applied On,distinct candidate record,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
250,350,71.43,44.53,False,1,1,application: every Applications row,all time,none (all time),application rows,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
135,189,71.43,44.53,False,1,0,candidate: every Candidates record,trailing 12m to 2026-08-27,Candidates.Created On,distinct candidate record,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
50,70,71.43,44.53,False,1,0,application: every Applications row,calendar 2025,Applications.Applied On,distinct candidate record,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn + Career Site
30,42,71.43,44.53,False,2,0,candidate: every Candidates record,trailing 3m to 2026-09-14,Candidates.Created On,distinct candidate record | distinct person (name+phone),Candidates.Source as recorded,bucket: Job Board + LinkedIn
5,7,71.43,44.53,False,12,0,hired: Applications.Stage = Hired | offer accepted: Offers.Status = Accepted,calendar 2025,Applications.Closed On | Offers.Offered On,application rows | distinct candidate record | distinct candidate+opening | distinct person (name+phone),Applications.Referred By overrides Source | Candidates.Source as recorded,bucket: Job Board + LinkedIn | bucket: Job Board + LinkedIn + Career Site | raw Source = Job Board
248,347,71.47,44.57,False,1,1,application: every Applications row,all time,none (all time),distinct candidate+opening,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
239,334,71.56,44.66,False,1,0,application: every Applications row,trailing 12m to 2026-08-27,Applications.Applied On,application rows,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
131,183,71.58,44.68,False,1,0,candidate: every Candidates record,trailing 12m to 2026-09-14,Candidates.Created On,distinct candidate record,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
237,331,71.6,44.7,False,1,0,application: every Applications row,trailing 12m to 2026-08-27,Applications.Applied On,distinct candidate+opening,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
135,188,71.81,44.91,False,1,0,candidate: every Candidates record,trailing 12m to 2026-08-27,Candidates.Created On,distinct person (name+phone),Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
236,328,71.95,45.05,False,1,0,application: every Applications row,trailing 12m to 2026-09-14,Applications.Applied On,application rows,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
131,182,71.98,45.08,False,1,0,candidate: every Candidates record,trailing 12m to 2026-09-14,Candidates.Created On,distinct person (name+phone),Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
49,68,72.06,45.16,False,1,0,application: every Applications row,calendar 2025,Applications.Applied On,distinct person (name+phone),Applications.Referred By overrides Source,bucket: Job Board + LinkedIn + Career Site
235,326,72.09,45.19,False,1,0,application: every Applications row,trailing 12m to 2026-09-14,Applications.Applied On,distinct candidate+opening,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
88,122,72.13,45.23,False,2,0,application: every Applications row,trailing 3m to 2026-08-27,Applications.Applied On,application rows | distinct candidate+opening,Applications.Referred By overrides Source,raw Source = Job Board
63,87,72.41,45.51,False,1,0,candidate: every Candidates record,trailing 6m to 2026-09-14,Candidates.Created On,distinct candidate record,Candidates.Source as recorded,bucket: Job Board + LinkedIn
51,70,72.86,45.96,False,2,0,application: every Applications row,trailing 3m to 2026-09-14,Applications.Applied On,distinct candidate record | distinct person (name+phone),Applications.Referred By overrides Source,raw Source = Job Board
121,166,72.89,45.99,False,1,0,candidate: every Candidates record,calendar 2025,Candidates.Created On,distinct person (name+phone),Candidates.Source as recorded,bucket: Job Board + LinkedIn
84,115,73.04,46.14,False,1,0,application: every Applications row,trailing 3m to 2026-08-27,Applications.Applied On,distinct person (name+phone),Candidates.Source as recorded,raw Source = Job Board
63,86,73.26,46.36,False,1,0,candidate: every Candidates record,trailing 6m to 2026-09-14,Candidates.Created On,distinct person (name+phone),Candidates.Source as recorded,bucket: Job Board + LinkedIn
85,116,73.28,46.38,False,1,0,application: every Applications row,trailing 3m to 2026-08-27,Applications.Applied On,distinct candidate record,Candidates.Source as recorded,raw Source = Job Board
124,169,73.37,46.47,False,1,0,candidate: every Candidates record,calendar 2025,Candidates.Created On,distinct candidate record,Candidates.Source as recorded,bucket: Job Board + LinkedIn
182,248,73.39,46.49,False,1,0,application: every Applications row,2026 YTD to 2026-09-14,Applications.Applied On,distinct person (name+phone),Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
186,253,73.52,46.62,False,1,0,application: every Applications row,2026 YTD to 2026-09-14,Applications.Applied On,distinct candidate record,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
217,294,73.81,46.91,False,2,2,application: every Applications row | candidate: every Candidates record,all time,none (all time),distinct person (name+phone),Candidates.Source as recorded,bucket: Job Board + LinkedIn
54,73,73.97,47.07,False,2,0,application: every Applications row,trailing 3m to 2026-09-14,Applications.Applied On,application rows | distinct candidate+opening,Applications.Referred By overrides Source,raw Source = Job Board
222,300,74.0,47.1,False,2,2,application: every Applications row | candidate: every Candidates record,all time,none (all time),distinct candidate record,Candidates.Source as recorded,bucket: Job Board + LinkedIn
208,281,74.02,47.12,False,1,0,application: every Applications row,trailing 12m to 2026-08-27,Applications.Applied On,distinct person (name+phone),Candidates.Source as recorded,bucket: Job Board + LinkedIn
206,278,74.1,47.2,False,1,0,application: every Applications row,2026 YTD to 2026-09-14,Applications.Applied On,application rows,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
213,287,74.22,47.32,False,1,0,application: every Applications row,trailing 12m to 2026-08-27,Applications.Applied On,distinct candidate record,Candidates.Source as recorded,bucket: Job Board + LinkedIn
206,277,74.37,47.47,False,1,0,application: every Applications row,2026 YTD to 2026-09-14,Applications.Applied On,distinct candidate+opening,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
67,90,74.44,47.54,False,1,0,candidate: every Candidates record,trailing 6m to 2026-08-27,Candidates.Created On,distinct candidate record,Candidates.Source as recorded,bucket: Job Board + LinkedIn
208,279,74.55,47.65,False,1,0,application: every Applications row,trailing 12m to 2026-09-14,Applications.Applied On,distinct person (name+phone),Candidates.Source as recorded,bucket: Job Board + LinkedIn
91,122,74.59,47.69,False,2,0,application: every Applications row,trailing 3m to 2026-08-27,Applications.Applied On,application rows | distinct candidate+opening,Candidates.Source as recorded,raw Source = Job Board
213,285,74.74,47.84,False,1,0,application: every Applications row,trailing 12m to 2026-09-14,Applications.Applied On,distinct candidate record,Candidates.Source as recorded,bucket: Job Board + LinkedIn
157,210,74.76,47.86,False,1,0,application: every Applications row,trailing 6m to 2026-08-27,Applications.Applied On,distinct person (name+phone),Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
98,131,74.81,47.91,False,1,0,candidate: every Candidates record,2026 YTD to 2026-09-14,Candidates.Created On,distinct candidate record,Candidates.Source as recorded,bucket: Job Board + LinkedIn
158,211,74.88,47.98,False,1,0,application: every Applications row,trailing 6m to 2026-08-27,Applications.Applied On,distinct candidate record,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
6,8,75.0,48.1,False,11,0,hired: Applications.Stage = Hired | offer extended: any Offer record,calendar 2025,Applications.Applied On | Offers.Offered On,application rows | distinct candidate record | distinct candidate+opening | distinct person (name+phone),Applications.Referred By overrides Source | Candidates.Source as recorded,bucket: Job Board + LinkedIn | bucket: Job Board + LinkedIn + Career Site | raw Source = Job Board
154,205,75.12,48.22,False,1,0,application: every Applications row,trailing 6m to 2026-09-14,Applications.Applied On,distinct person (name+phone),Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
155,206,75.24,48.34,False,1,0,application: every Applications row,trailing 6m to 2026-09-14,Applications.Applied On,distinct candidate record,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
67,89,75.28,48.38,False,1,0,candidate: every Candidates record,trailing 6m to 2026-08-27,Candidates.Created On,distinct person (name+phone),Candidates.Source as recorded,bucket: Job Board + LinkedIn
98,130,75.38,48.48,False,1,0,candidate: every Candidates record,2026 YTD to 2026-09-14,Candidates.Created On,distinct person (name+phone),Candidates.Source as recorded,bucket: Job Board + LinkedIn
143,189,75.66,48.76,False,1,0,candidate: every Candidates record,trailing 12m to 2026-08-27,Candidates.Created On,distinct candidate record,Candidates.Source as recorded,bucket: Job Board + LinkedIn
53,70,75.71,48.81,False,2,0,application: every Applications row,trailing 3m to 2026-09-14,Applications.Applied On,distinct candidate record | distinct person (name+phone),Candidates.Source as recorded,raw Source = Job Board
66,87,75.86,48.96,False,1,0,candidate: every Candidates record,trailing 6m to 2026-09-14,Candidates.Created On,distinct candidate record,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn + Career Site
139,183,75.96,49.06,False,1,0,candidate: every Candidates record,trailing 12m to 2026-09-14,Candidates.Created On,distinct candidate record,Candidates.Source as recorded,bucket: Job Board + LinkedIn
